,active,Astapor,King's Landing,Winterfell,Unknown,iPhone,trips_in_first_30_days,avg_rating_of_driver,avg_surge,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver
9780,No,1,0,0,0,1,1,5.0,1.0,0,50.0,13.07,5.0
9781,No,0,0,1,0,1,21,4.1,1.0,1,72.7,6.64,4.7
9782,No,0,0,1,0,1,2,5.0,1.0,0,50.0,12.75,4.5
9783,No,0,0,1,0,1,0,5.0,1.0,0,0.0,1.81,4.0
9784,No,0,1,0,0,1,3,4.8,1.08,1,73.7,5.06,4.9
9785,No,0,1,0,0,1,5,5.0,1.15,0,80.0,2.38,4.8
9786,No,1,0,0,0,1,0,5.0,1.0,0,100.0,1.66,5.0
9787,No,0,1,0,0,1,2,5.0,1.0,0,100.0,7.66,4.5
9788,No,0,1,0,0,1,0,5.0,1.0,1,100.0,1.74,5.0
9789,No,1,0,0,0,1,1,5.0,1.0,0,50.0,5.85,4.0
9790,No,1,0,0,0,1,4,4.1,1.09,1,42.9,1.51,4.7
9791,No,1,0,0,0,0,1,5.0,1.0,0,0.0,3.52,4.7
9792,No,0,0,1,0,1,2,5.0,1.0,1,100.0,7.76,4.5
9793,No,0,1,0,0,0,0,5.0,1.0,0,66.7,3.01,4.0
9794,No,0,0,1,0,0,2,5.0,1.0,0,0.0,8.27,5.0
9795,No,0,1,0,0,1,1,5.0,1.0,0,0.0,11.25,5.0
9796,No,0,1,0,0,1,15,4.8,1.08,1,85.2,2.6,4.8
9797,No,0,1,0,0,1,1,5.0,1.22,1,88.9,2.39,4.8
9798,No,0,1,0,0,1,2,5.0,1.17,0,33.3,3.59,5.0
9799,No,0,0,1,0,1,1,5.0,1.0,1,100.0,4.1,5.0
9800,No,0,1,0,0,1,4,4.6,1.06,1,66.7,4.58,5.0
9801,No,1,0,0,0,0,1,4.0,1.0,0,100.0,8.29,5.0
9802,No,1,0,0,0,0,1,4.0,1.0,1,100.0,0.02,5.0
9803,No,0,0,1,0,1,9,4.8,1.02,1,70.0,5.15,4.8
9804,No,0,0,1,0,0,0,4.3,1.0,1,71.4,4.57,5.0
9805,No,0,0,1,0,0,1,1.0,1.0,1,0.0,6.01,1.0
9806,No,1,0,0,0,1,1,3.5,1.08,0,66.7,6.54,5.0
9807,No,1,0,0,0,1,2,5.0,1.0,0,66.7,3.97,5.0
9808,No,0,1,0,0,1,0,5.0,1.0,1,50.0,2.42,5.0
9809,No,0,1,0,0,1,2,5.0,1.0,1,100.0,0.89,4.0
9810,No,0,0,1,0,1,6,3.8,1.01,1,50.0,2.39,4.8
9811,No,1,0,0,0,0,0,4.4,1.0,0,71.4,9.68,5.0
9812,No,0,1,0,0,1,0,5.0,1.0,1,100.0,14.26,5.0
9813,No,0,1,0,0,0,0,4.7,1.0,0,90.9,8.32,4.9
9814,No,1,0,0,0,1,1,5.0,1.05,0,60.0,2.8,5.0
9815,No,0,0,1,0,1,0,5.0,1.0,0,75.0,7.41,5.0
9816,No,0,0,1,0,1,0,4.0,1.0,1,66.7,5.29,4.7
9817,No,1,0,0,0,1,11,4.9,1.04,0,78.8,2.15,4.8
9818,No,0,1,0,0,1,4,3.8,1.02,1,53.3,5.99,4.7
9819,No,0,0,1,0,1,0,5.0,1.0,0,40.0,4.39,4.2
9820,No,0,1,0,0,1,1,5.0,1.0,1,0.0,10.53,5.0
9821,No,1,0,0,0,1,13,5.0,1.08,0,53.8,3.16,5.0
9822,No,0,0,1,0,1,4,4.7,1.0,0,50.0,2.04,4.5
9823,No,0,1,0,0,1,1,4.8,1.14,0,71.4,2.52,4.9
9824,No,0,1,0,0,1,0,5.0,1.0,0,0.0,10.89,5.0
9825,No,0,0,1,0,1,11,4.0,1.0,0,86.1,2.6,4.6
9826,No,0,1,0,0,1,0,5.0,1.0,0,0.0,14.46,5.0
9827,No,0,0,1,0,1,4,4.3,1.0,0,100.0,10.29,4.9
9828,No,0,1,0,0,1,1,4.8,1.08,1,78.9,2.23,4.9
9829,No,0,1,0,0,1,1,5.0,1.0,0,100.0,8.94,5.0
9830,No,0,1,0,0,1,4,5.0,1.0,1,60.0,4.88,5.0
9831,No,0,0,1,0,1,6,4.8,1.0,0,62.5,1.46,4.6
9832,No,1,0,0,0,1,0,5.0,1.0,1,0.0,2.69,3.7
9833,No,0,1,0,0,1,0,4.5,1.33,1,0.0,1.29,5.0
9834,No,0,1,0,0,0,1,5.0,1.0,1,80.0,5.21,5.0
9835,No,0,0,1,0,0,4,3.8,1.0,0,0.0,1.19,5.0
9836,No,1,0,0,0,1,10,4.5,1.26,1,63.0,2.96,4.5
9837,No,0,1,0,0,1,3,4.1,1.0,1,68.4,10.54,4.8
9838,No,0,0,1,0,0,2,5.0,1.0,0,100.0,2.02,4.8
9839,No,0,0,1,0,0,1,5.0,1.0,1,100.0,2.74,5.0
9840,No,0,1,0,0,1,2,4.9,1.0,1,95.5,3.78,4.7
9841,No,1,0,0,0,1,3,4.0,1.0,0,66.7,5.69,5.0
9842,No,0,1,0,0,1,1,4.0,1.0,1,0.0,1.9,5.0
9843,No,1,0,0,0,1,2,4.0,1.0,0,50.0,2.41,5.0
9844,No,1,0,0,0,1,0,4.5,1.0,1,66.7,15.4,5.0
9845,No,0,0,1,0,1,3,5.0,1.0,0,33.3,1.47,4.0
9846,No,0,0,1,0,1,14,5.0,1.07,0,72.7,3.05,4.7
9847,No,1,0,0,0,0,2,4.9,1.0,1,50.0,2.43,5.0
9848,No,1,0,0,0,0,1,5.0,1.0,1,100.0,3.16,5.0
9849,No,0,1,0,0,1,1,4.9,1.0,1,75.0,8.51,4.9
9850,No,1,0,0,0,1,4,4.5,1.0,0,27.3,4.62,4.8
9851,No,0,0,1,0,1,2,3.5,1.0,0,0.0,0.68,5.0
9852,No,0,0,1,0,1,4,4.3,1.09,1,54.5,2.37,4.8
9853,No,0,1,0,0,1,2,5.0,1.0,1,33.3,3.7,5.0
9854,No,1,0,0,0,1,1,4.2,1.03,0,81.3,3.78,5.0
9855,No,1,0,0,0,1,2,5.0,1.0,1,100.0,1.33,5.0
9856,No,1,0,0,0,1,3,3.8,1.0,1,44.4,2.58,4.4
9857,No,1,0,0,0,1,0,4.2,1.13,1,50.0,4.52,5.0
9858,No,0,0,1,0,1,16,4.2,1.0,0,96.4,5.11,4.5
9859,No,1,0,0,0,1,0,5.0,1.0,1,100.0,3.66,5.0
9860,No,1,0,0,0,1,3,5.0,1.15,1,46.2,2.86,5.0
9861,No,0,0,1,0,1,0,5.0,1.0,0,100.0,8.95,5.0
9862,No,1,0,0,0,1,1,5.0,1.0,1,25.0,1.51,4.8
9863,No,1,0,0,0,1,1,3.0,1.0,0,100.0,1.06,4.0
9864,No,1,0,0,0,1,2,4.8,1.02,1,45.5,2.62,4.5
9865,No,1,0,0,0,1,3,4.8,1.05,0,54.5,2.26,4.9
9866,No,1,0,0,0,1,0,5.0,1.0,1,100.0,8.27,5.0
9867,No,0,1,0,0,1,3,5.0,1.05,1,47.4,2.97,4.8
9868,No,0,0,1,0,1,0,5.0,1.0,0,40.0,7.54,4.4
9869,No,0,1,0,0,1,3,4.9,1.0,1,63.6,2.83,4.8
9870,No,0,1,0,0,1,0,4.0,1.0,0,100.0,20.18,5.0
9871,No,0,0,1,0,1,1,1.0,1.0,1,66.7,8.08,3.7
9872,No,0,0,1,0,0,3,5.0,1.0,1,76.5,2.87,4.9
9873,No,0,0,1,0,0,5,4.2,1.0,0,25.0,2.81,5.0
9874,No,0,0,1,0,0,4,3.5,1.56,1,50.0,4.9,4.5
9875,No,1,0,0,0,1,0,5.0,1.0,0,100.0,1.13,5.0
9876,No,1,0,0,0,1,1,4.5,1.07,1,76.5,3.52,4.5
9877,No,1,0,0,0,1,1,5.0,1.0,1,100.0,13.4,5.0
9878,No,1,0,0,0,1,2,5.0,1.0,0,100.0,1.19,4.5
9879,No,0,0,1,0,0,1,5.0,1.0,0,60.0,8.64,5.0
9880,No,0,1,0,0,1,0,3.0,1.0,1,83.3,3.99,4.3
9881,No,0,1,0,0,1,1,4.7,1.38,0,50.0,2.79,5.0
9882,No,0,1,0,0,1,4,4.7,1.02,0,53.8,4.45,4.8
9883,No,0,0,1,0,1,5,3.9,1.0,0,84.6,2.13,4.5
9884,No,0,1,0,0,0,0,4.8,1.07,1,94.1,10.75,5.0
9885,No,0,0,1,0,1,3,4.7,1.0,1,0.0,1.81,5.0
9886,No,0,1,0,0,1,3,5.0,1.0,1,53.8,3.78,4.9
9887,No,1,0,0,0,1,1,5.0,1.19,0,0.0,3.86,5.0
9888,No,1,0,0,0,0,1,5.0,1.0,1,50.0,3.65,4.5
9889,No,0,0,1,0,0,3,3.1,1.0,1,44.4,3.02,4.6
9890,No,0,0,1,0,0,6,5.0,1.0,0,100.0,4.82,4.2
9891,No,1,0,0,0,0,5,4.2,1.0,1,80.0,4.54,5.0
9892,No,1,0,0,0,0,1,4.0,1.0,1,100.0,6.86,5.0
9893,No,0,1,0,0,1,2,5.0,1.1,0,30.0,3.95,5.0
9894,No,0,0,1,0,1,0,3.5,1.0,0,0.0,2.03,5.0
9895,No,0,0,1,0,0,2,4.5,1.0,0,0.0,3.47,5.0
9896,No,0,0,1,0,1,2,4.7,1.0,0,50.0,2.05,4.0
9897,No,0,0,1,0,0,4,4.6,1.01,0,57.9,4.01,4.4
9898,No,1,0,0,0,1,2,4.0,1.02,0,20.0,3.17,4.8
9899,No,0,0,1,0,1,0,5.0,1.0,0,50.0,1.98,3.0
9900,No,0,0,1,0,1,0,4.0,1.0,0,100.0,1.8,4.0
9901,No,1,0,0,0,1,4,4.5,1.0,1,62.5,13.85,4.8
9902,No,0,0,1,0,1,3,5.0,1.02,1,93.3,10.54,4.7
9903,No,0,0,1,0,0,1,5.0,1.0,1,100.0,2.51,5.0
9904,No,0,1,0,0,1,4,5.0,1.08,0,50.0,2.0,5.0
9905,No,0,0,1,0,1,1,5.0,1.0,0,50.0,6.58,5.0
9906,No,1,0,0,0,1,1,5.0,1.0,1,0.0,1.12,5.0
9907,No,0,1,0,0,1,4,4.5,1.1,1,69.2,4.75,4.9
9908,No,1,0,0,0,1,0,5.0,1.0,0,0.0,1.61,5.0
9909,No,1,0,0,0,1,1,5.0,1.0,1,50.0,2.5,5.0
9910,No,0,0,1,0,0,2,4.7,1.0,0,64.7,2.6,4.6
9911,No,0,0,1,0,0,7,4.8,1.21,1,50.0,3.89,4.9
9912,No,0,0,1,0,1,1,5.0,1.17,0,100.0,1.56,4.8
9913,No,0,0,1,0,0,1,3.5,1.0,0,55.6,7.67,4.9
9914,No,1,0,0,0,0,0,4.7,1.0,0,33.3,15.96,4.7
9915,No,0,0,1,0,1,0,4.4,1.0,0,57.9,3.54,4.6
9916,No,1,0,0,0,1,5,4.3,1.13,0,58.3,1.55,4.6
9917,No,1,0,0,0,0,1,4.0,1.0,1,100.0,1.3,5.0
9918,No,1,0,0,0,0,0,5.0,1.0,0,100.0,0.77,5.0
9919,No,1,0,0,0,1,1,4.5,1.31,0,88.9,3.05,4.7
9920,No,0,0,1,0,0,0,2.0,1.0,1,100.0,0.0,3.0
9921,No,0,0,1,0,1,1,5.0,1.0,1,0.0,2.35,5.0
9922,No,1,0,0,0,1,1,5.0,1.0,1,40.0,4.11,5.0
9923,No,1,0,0,0,0,0,5.0,1.0,0,33.3,4.52,5.0
9924,No,0,0,1,0,1,2,4.9,1.06,1,76.9,2.89,4.5
9925,No,1,0,0,0,0,4,4.7,1.38,0,75.0,2.13,5.0
9926,No,1,0,0,0,1,0,5.0,1.0,0,0.0,2.56,5.0
9927,No,0,0,1,0,1,0,5.0,1.0,0,50.0,7.11,5.0
9928,No,0,0,1,0,1,0,5.0,1.0,0,65.8,7.25,4.7
9929,No,1,0,0,0,0,0,5.0,1.0,0,100.0,17.52,5.0
9930,No,0,0,1,0,1,5,4.8,1.08,0,58.3,3.18,4.8
9931,No,0,0,1,0,0,2,4.8,1.02,0,27.3,5.4,4.6
9932,No,1,0,0,0,1,2,4.0,1.0,0,0.0,8.56,5.0
9933,No,1,0,0,0,1,1,5.0,1.0,0,66.7,4.03,4.0
9934,No,1,0,0,0,1,1,5.0,1.04,1,83.3,3.04,4.8
9935,No,0,1,0,0,1,2,4.7,1.0,1,44.4,2.05,4.8
9936,No,0,0,1,0,0,3,5.0,1.08,1,0.0,1.87,4.7
9937,No,1,0,0,0,0,1,3.8,1.0,0,83.3,2.62,5.0
9938,No,1,0,0,0,1,1,4.0,1.0,0,100.0,4.09,5.0
9939,No,0,0,1,0,0,1,4.0,1.08,1,50.0,4.14,4.8
9940,No,0,1,0,0,1,2,5.0,1.0,1,66.7,2.81,5.0
9941,No,0,0,1,0,1,0,2.0,1.0,0,0.0,2.49,5.0
9942,No,0,0,1,0,1,9,4.7,1.0,0,68.0,1.7,4.7
9943,No,0,0,1,0,1,0,5.0,1.0,0,63.6,5.49,4.9
9944,No,0,0,1,0,1,8,5.0,1.36,0,77.8,13.13,5.0
9945,No,0,1,0,0,1,7,5.0,1.03,1,86.4,7.3,5.0
9946,No,0,1,0,0,1,2,5.0,1.0,1,0.0,2.47,4.7
9947,No,0,1,0,0,1,0,4.7,1.0,1,75.0,2.96,5.0
9948,No,0,0,1,0,0,0,5.0,1.0,0,50.0,5.68,5.0
9949,No,1,0,0,0,1,5,4.8,1.06,0,75.0,3.23,4.9
9950,No,1,0,0,0,1,0,5.0,1.06,1,66.7,5.28,4.9
9951,No,0,0,1,0,1,0,5.0,1.14,1,63.6,3.79,4.6
9952,No,0,0,1,0,1,0,4.8,1.0,0,66.7,3.1,4.7
9953,No,1,0,0,0,1,2,5.0,1.0,1,0.0,7.67,5.0
9954,No,0,0,1,0,1,3,4.7,1.0,0,100.0,0.87,5.0
9955,No,0,0,1,0,1,8,4.8,1.0,1,45.5,2.99,4.8
9956,No,1,0,0,0,1,0,5.0,1.0,0,100.0,6.82,5.0
9957,No,1,0,0,0,0,2,5.0,1.0,0,50.0,7.29,5.0
9958,No,1,0,0,0,0,2,5.0,1.0,0,100.0,5.0,5.0
9959,No,0,1,0,0,1,1,5.0,1.0,1,91.7,5.16,4.7
9960,No,0,0,1,0,1,1,5.0,1.0,1,0.0,10.42,4.9
9961,No,1,0,0,0,1,1,5.0,1.0,0,75.0,13.11,5.0
9962,No,0,1,0,0,1,3,4.6,1.0,1,27.3,2.37,4.7
9963,No,1,0,0,0,0,0,5.0,1.0,0,100.0,1.92,5.0
9964,No,1,0,0,0,0,0,5.0,1.0,0,40.0,3.88,5.0
9965,No,0,0,1,0,1,0,5.0,1.0,0,68.2,1.14,4.4
9966,No,0,1,0,0,1,2,5.0,1.07,1,71.4,4.61,4.9
9967,No,0,1,0,0,1,7,4.0,1.1,1,38.5,1.59,3.5
9968,No,0,0,1,0,1,5,4.6,1.07,0,59.3,2.81,4.8
9969,No,0,0,1,0,1,1,5.0,1.0,0,100.0,7.88,5.0
9970,No,0,0,1,0,1,0,4.0,1.0,0,100.0,13.05,5.0
9971,No,0,0,1,0,1,0,4.7,1.32,1,20.0,1.87,4.6
9972,No,0,1,0,0,0,0,5.0,1.0,0,100.0,7.66,5.0
9973,No,0,0,1,0,0,3,4.0,1.13,0,25.0,3.65,4.6
9974,No,0,0,1,0,1,1,4.0,1.0,1,72.7,5.05,4.6
9975,No,0,0,1,0,1,1,4.0,1.0,1,100.0,5.04,5.0
9976,No,0,1,0,0,1,1,5.0,1.0,0,50.0,8.11,5.0
9977,No,0,1,0,0,1,23,4.9,1.01,0,64.2,6.0,5.0
9978,No,0,0,1,0,0,1,5.0,1.13,0,50.0,7.2,5.0
9979,No,0,0,1,0,1,4,4.8,1.06,0,77.8,2.48,4.6
9980,No,0,1,0,0,1,1,5.0,1.0,1,0.0,13.21,5.0
9981,No,0,0,1,0,1,3,4.8,1.0,0,63.6,1.61,4.8
9982,No,0,0,1,0,1,0,5.0,1.0,0,33.3,2.65,3.7
9983,No,0,1,0,0,0,0,4.0,1.0,1,100.0,1.16,5.0
9984,No,1,0,0,0,0,2,5.0,1.0,0,100.0,2.92,5.0
9985,No,0,1,0,0,1,1,5.0,1.0,1,0.0,0.73,5.0
9986,No,1,0,0,0,1,2,3.8,1.11,0,42.9,3.47,4.9
9987,No,0,0,1,0,1,1,5.0,1.0,0,66.7,1.4,5.0
9988,No,0,0,1,0,1,1,5.0,1.0,0,100.0,6.44,5.0
9989,No,1,0,0,0,0,1,5.0,1.0,0,0.0,9.99,5.0
9990,No,0,0,1,0,0,1,4.0,1.0,0,0.0,5.42,5.0
9991,No,0,0,1,0,1,0,3.0,1.0,0,100.0,4.38,5.0
9992,No,0,1,0,0,1,3,5.0,1.13,1,46.2,2.53,4.9
9993,No,0,0,1,0,1,9,2.8,1.0,0,50.0,2.88,4.5
9994,No,1,0,0,0,0,2,5.0,1.0,0,75.0,5.98,5.0
9995,No,0,0,1,0,1,1,3.0,1.25,1,0.0,3.09,5.0
9996,No,0,1,0,0,1,1,4.4,1.13,0,100.0,1.04,4.6
9997,No,0,0,1,0,1,2,4.0,1.0,0,28.6,1.97,5.0
9998,No,0,0,1,0,0,2,5.0,1.0,1,75.0,3.04,4.5
9999,No,0,0,1,0,1,2,3.0,1.0,0,100.0,0.71,4.0
10000,No,1,0,0,0,1,1,4.0,1.14,1,81.3,1.81,4.1
10001,No,0,0,1,0,1,0,5.0,1.31,0,76.5,3.49,5.0
10002,No,0,1,0,0,1,1,5.0,1.0,0,100.0,3.55,4.0
10003,No,0,0,1,0,1,5,5.0,1.0,0,100.0,8.48,4.6
10004,No,1,0,0,0,0,0,4.7,1.08,1,0.0,1.86,5.0
10005,No,1,0,0,0,0,1,5.0,1.0,0,100.0,12.8,5.0
10006,No,0,0,1,0,1,0,3.4,1.13,1,66.7,7.18,4.5
10007,No,0,0,1,0,1,17,4.5,1.02,1,100.0,2.19,4.6
10008,No,1,0,0,0,1,0,5.0,1.0,0,100.0,2.96,5.0
10009,No,0,1,0,0,1,5,4.8,1.0,0,54.5,2.75,4.8
10010,No,0,1,0,0,1,2,5.0,1.0,0,28.6,8.96,5.0
10011,No,0,1,0,0,1,9,4.8,1.1,0,91.7,2.16,4.9
10012,No,0,0,1,0,0,2,5.0,1.0,1,50.0,7.86,4.5
10013,No,0,1,0,0,0,0,5.0,1.25,0,25.0,7.16,5.0
10014,No,0,0,1,0,1,0,5.0,1.0,1,100.0,15.54,5.0
10015,No,0,0,1,0,1,2,4.5,1.0,0,50.0,3.95,5.0
10016,No,0,0,1,0,1,0,5.0,1.0,0,100.0,5.91,5.0
10017,No,1,0,0,0,0,0,5.0,1.0,1,100.0,14.14,5.0
10018,No,0,0,1,0,1,9,4.5,1.05,0,44.0,3.02,4.6
10019,No,0,1,0,0,1,0,4.0,1.0,1,75.0,4.97,4.5
10020,No,1,0,0,0,1,1,4.6,1.11,1,68.8,3.13,4.8
10021,No,0,0,1,0,0,4,4.3,1.04,0,83.3,2.72,4.8
10022,No,0,0,1,0,0,2,3.8,1.0,0,100.0,6.41,4.8
10023,No,1,0,0,0,0,1,5.0,1.0,1,100.0,10.52,5.0
10024,No,1,0,0,0,1,0,5.0,1.0,0,100.0,0.98,2.5
10025,No,0,0,1,0,1,2,5.0,1.0,0,0.0,7.43,5.0
10026,No,0,0,1,0,1,5,3.4,1.0,0,40.0,4.22,4.4
10027,No,0,0,1,0,0,2,5.0,1.0,1,100.0,14.25,5.0
10028,No,1,0,0,0,1,0,3.5,1.0,1,50.0,10.75,5.0
10029,No,0,1,0,0,1,10,4.6,1.07,0,64.5,4.36,4.7
10030,No,1,0,0,0,1,2,5.0,1.08,0,66.7,2.77,4.3
10031,No,1,0,0,0,1,7,4.6,1.22,0,68.4,3.57,4.7
10032,No,1,0,0,0,0,0,5.0,1.0,0,100.0,1.8,5.0
10033,No,1,0,0,0,1,3,5.0,1.0,1,33.3,11.73,5.0
10034,No,0,1,0,0,1,0,5.0,1.0,0,50.0,6.43,5.0
10035,No,0,1,0,0,0,3,5.0,1.15,0,0.0,1.45,4.8
10036,No,1,0,0,0,1,2,4.0,1.0,1,66.7,3.78,5.0
10037,No,1,0,0,0,1,1,5.0,1.0,0,100.0,6.31,5.0
10038,No,0,0,1,0,1,2,4.5,1.0,0,100.0,4.03,5.0
10039,No,1,0,0,0,1,0,4.0,1.0,0,100.0,1.29,4.0
10040,No,1,0,0,0,0,0,4.7,1.0,0,75.0,2.65,5.0
10041,No,0,0,1,0,1,0,5.0,1.0,0,0.0,0.75,5.0
10042,No,0,0,1,0,1,5,4.8,1.09,1,40.0,3.04,4.9
10043,No,0,1,0,0,0,2,5.0,1.0,0,50.0,7.78,5.0
10044,No,1,0,0,0,1,1,4.7,1.03,0,97.4,6.01,5.0
10045,No,0,0,1,0,0,22,3.5,1.04,0,65.0,2.09,4.6
10046,No,0,0,1,0,1,1,5.0,1.0,0,100.0,8.44,5.0
10047,No,0,1,0,0,1,16,5.0,1.08,1,73.3,1.43,4.8
10048,No,0,0,1,0,1,1,5.0,1.0,0,100.0,9.04,5.0
10049,No,0,1,0,0,1,0,5.0,1.06,1,100.0,7.85,5.0
10050,No,0,1,0,0,1,0,5.0,1.16,0,54.5,1.89,4.9
10051,No,0,1,0,0,1,2,3.7,1.13,1,83.3,1.9,3.7
10052,No,1,0,0,0,0,4,5.0,1.2,1,66.7,3.07,4.4
10053,No,0,0,1,0,1,1,5.0,1.0,0,100.0,1.37,5.0
10054,No,1,0,0,0,1,2,4.5,1.0,0,0.0,1.66,4.5
10055,Yes,0,1,0,0,0,1,4.5,1.0,0,50.0,2.01,5.0
10056,No,1,0,0,0,1,0,5.0,1.0,0,100.0,17.07,5.0
10057,No,1,0,0,0,1,0,5.0,1.17,0,100.0,5.39,4.8
10058,No,0,0,1,0,1,0,5.0,1.0,0,100.0,0.0,5.0
10059,No,0,0,1,0,1,1,5.0,1.0,0,100.0,12.07,4.0
10060,No,0,1,0,0,0,0,5.0,1.0,1,100.0,3.53,5.0
10061,No,0,0,1,0,1,4,4.0,1.32,1,45.5,2.69,4.9
10062,No,0,0,1,0,1,2,4.3,1.42,0,50.0,2.95,4.8
10063,No,0,1,0,0,0,0,5.0,1.0,0,100.0,13.47,5.0
10064,No,1,0,0,0,1,1,5.0,1.0,0,100.0,12.13,5.0
10065,No,1,0,0,0,1,3,5.0,1.0,1,66.7,0.68,5.0
10066,No,0,1,0,0,1,2,5.0,1.0,1,100.0,1.85,5.0
10067,No,0,0,1,0,0,1,4.3,1.0,0,60.0,3.68,4.9
10068,No,0,0,1,0,0,1,5.0,1.0,0,0.0,5.38,5.0
10069,No,0,0,1,0,0,4,4.8,1.0,0,85.7,7.71,4.9
10070,No,0,0,1,0,1,5,3.7,1.0,1,23.1,1.79,4.5
10071,No,0,0,1,0,0,0,4.0,1.0,0,50.0,6.41,5.0
10072,No,0,0,1,0,1,0,5.0,1.0,0,0.0,1.87,4.7
10073,No,0,1,0,0,1,2,5.0,1.0,1,57.1,6.48,5.0
10074,No,0,0,1,0,0,1,5.0,1.0,0,0.0,4.26,5.0
10075,No,0,0,1,0,0,1,5.0,1.0,0,100.0,2.52,3.5
10076,No,0,0,1,0,1,6,4.6,1.0,0,78.6,4.81,4.9
10077,No,1,0,0,0,1,0,5.0,1.0,1,100.0,3.05,4.8
10078,No,0,1,0,0,1,2,4.7,1.0,0,40.0,6.07,5.0
10079,No,0,0,1,0,1,17,4.7,1.0,1,60.5,6.75,4.5
10080,No,0,1,0,0,1,4,4.8,1.07,0,61.1,3.59,5.0
10081,No,0,0,1,0,1,0,4.0,1.0,1,0.0,1.26,5.0
10082,No,1,0,0,0,0,0,5.0,1.0,0,100.0,14.85,5.0
10083,No,0,0,1,0,1,0,4.8,1.0,0,25.0,1.55,4.0
10084,No,1,0,0,0,1,0,4.8,1.0,0,0.0,4.07,4.5
10085,No,0,1,0,0,1,4,5.0,1.06,1,88.9,12.48,5.0
10086,No,0,1,0,0,1,0,4.0,1.0,0,100.0,1.44,5.0
10087,No,1,0,0,0,1,5,4.4,1.0,1,60.0,10.56,5.0
10088,No,0,0,1,0,0,1,4.0,1.0,0,66.7,3.88,5.0
10089,No,1,0,0,0,1,6,3.7,1.0,0,16.7,8.14,4.7
10090,No,0,1,0,0,1,0,5.0,1.0,1,0.0,4.27,4.8
10091,No,0,1,0,0,1,1,1.0,1.0,0,100.0,1.03,5.0
10092,No,1,0,0,0,1,2,5.0,1.0,0,50.0,3.77,5.0
10093,No,1,0,0,0,1,0,5.0,1.0,1,33.3,3.79,5.0
10094,No,0,0,1,0,1,2,4.9,1.07,0,64.7,6.52,4.9
10095,No,0,0,1,0,0,0,2.0,1.0,0,100.0,2.75,5.0
10096,No,0,0,1,1,0,1,5.0,1.0,1,50.0,8.96,5.0
10097,No,1,0,0,0,1,1,5.0,1.0,1,0.0,0.86,5.0
10098,No,1,0,0,0,0,0,3.0,1.0,0,75.0,2.18,5.0
10099,No,0,0,1,0,1,15,4.4,1.08,0,84.0,4.96,4.9
10100,No,1,0,0,0,0,0,5.0,1.0,0,100.0,9.09,5.0
10101,No,0,0,1,0,1,7,4.9,1.0,1,87.5,15.39,4.5
10102,No,0,0,1,0,1,4,4.3,1.06,0,38.9,4.49,4.6
10103,No,0,0,1,0,1,2,4.6,1.0,0,56.3,2.96,4.5
10104,No,1,0,0,0,1,6,5.0,1.0,0,66.7,2.14,5.0
10105,No,1,0,0,0,1,2,4.8,1.13,1,66.7,3.11,4.3
10106,No,0,1,0,0,1,3,4.7,1.04,0,83.3,2.89,5.0
10107,No,0,0,1,0,0,2,4.0,1.0,1,0.0,2.65,5.0
10108,No,0,0,1,0,1,0,3.0,1.0,0,100.0,0.91,5.0
10109,No,0,1,0,0,1,2,4.7,1.0,1,50.0,10.87,4.9
10110,No,0,0,1,0,1,1,3.7,1.0,1,40.0,4.7,4.2
10111,No,0,1,0,0,1,1,5.0,1.17,1,66.7,2.37,5.0
10112,No,0,0,1,0,0,5,4.8,1.03,0,93.3,5.48,4.9
10113,No,1,0,0,0,1,2,4.7,1.25,0,28.6,3.36,5.0
10114,No,0,0,1,0,0,0,5.0,1.0,0,100.0,9.98,4.5
10115,No,0,0,1,0,1,1,4.4,1.0,1,88.5,18.12,5.0
10116,No,0,0,1,0,1,3,5.0,1.13,0,31.3,6.59,5.0
10117,No,0,0,1,0,1,2,5.0,1.0,0,100.0,14.75,4.5
10118,No,1,0,0,0,0,1,5.0,1.0,1,0.0,3.45,5.0
10119,No,0,0,1,0,0,0,4.8,1.0,1,55.6,8.64,4.6
10120,No,0,0,1,0,1,4,5.0,1.0,1,66.7,2.16,4.3
10121,No,0,0,1,0,1,1,5.0,1.58,0,66.7,6.46,5.0
10122,No,1,0,0,1,0,5,5.0,1.0,0,50.0,4.48,5.0
10123,No,0,1,0,0,1,1,4.8,1.0,0,85.7,2.44,3.9
10124,No,0,0,1,0,0,4,4.7,1.11,1,42.9,1.72,3.3
10125,No,1,0,0,0,1,2,5.0,1.0,0,100.0,0.4,5.0
10126,No,0,0,1,0,1,18,4.9,1.0,1,76.9,8.88,4.9
10127,No,0,1,0,0,1,6,4.9,1.13,0,57.1,2.24,4.6
10128,No,0,0,1,0,1,1,4.1,1.01,0,82.1,2.88,4.7
10129,No,0,0,1,0,0,1,5.0,1.0,0,0.0,0.87,4.0
10130,No,1,0,0,0,0,4,5.0,1.0,0,100.0,5.58,4.8
10131,No,1,0,0,0,1,4,4.7,1.35,1,60.0,3.38,4.4
10132,No,0,0,1,0,1,1,4.0,1.67,0,100.0,1.61,5.0
10133,No,0,1,0,0,1,0,4.5,1.0,1,100.0,1.16,5.0
10134,No,0,0,1,0,0,0,5.0,1.0,0,100.0,11.11,4.7
10135,No,1,0,0,0,1,3,4.4,1.1,1,61.1,2.35,4.9
